"U:0","U:1","U:2","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,0.050000001,0,0.0049999999
-0.0032599,5.9263544e-05,0,0.0001,0.050000001,0.0001,0.0049999999
-0.0065198001,0.00011852709,0,0.00020000001,0.050000001,0.00020000001,0.0049999999
-0.0097797001,0.00017779063,0,0.00030000001,0.050000001,0.00030000001,0.0049999999
-0.0130396,0.00023705418,0,0.00040000002,0.050000001,0.00040000002,0.0049999999
-0.016299501,0.00029631771,0,0.00050000002,0.050000001,0.00050000002,0.0049999999
-0.0195594,0.00035558126,0,0.00060000003,0.050000001,0.00060000003,0.0049999999
-0.022819301,0.00041484481,0,0.00070000003,0.050000001,0.00070000003,0.0049999999
-0.0260792,0.00047410835,0,0.00080000004,0.050000001,0.00080000004,0.0049999999
-0.029339099,0.00053337187,0,0.00089999998,0.050000001,0.00089999998,0.0049999999
-0.032599002,0.00059263542,0,0.001,0.050000001,0.001,0.0049999999
-0.035858899,0.00065189891,0,0.0011,0.050000001,0.0011,0.0049999999
-0.0391188,0.00071116252,0,0.0012000001,0.050000001,0.0012000001,0.0049999999
-0.042378701,0.00077042601,0,0.0013,0.050000001,0.0013,0.0049999999
-0.045638602,0.00082968961,0,0.0014000001,0.050000001,0.0014000001,0.0049999999
-0.048898499,0.0008889531,0,0.0015,0.050000001,0.0015,0.0049999999
-0.0521584,0.00094821671,0,0.0016000001,0.050000001,0.0016000001,0.0049999999
-0.055418301,0.0010074802,0,0.0017,0.050000001,0.0017,0.0049999999
-0.058678199,0.0010667437,0,0.0018,0.050000001,0.0018,0.0049999999
-0.0619381,0.0011260073,0,0.0019,0.050000001,0.0019,0.0049999999
-0.065198004,0.0011852708,0,0.0020000001,0.050000001,0.0020000001,0.0049999999
-0.068457894,0.0012445343,0,0.0020999999,0.050000001,0.0020999999,0.0049999999
-0.071717799,0.0013037978,0,0.0022,0.050000001,0.0022,0.0049999999
-0.074977703,0.0013630615,0,0.0023000001,0.050000001,0.0023000001,0.0049999999
-0.078237601,0.001422325,0,0.0024000001,0.050000001,0.0024000001,0.0049999999
-0.081497498,0.0014815885,0,0.0024999999,0.050000001,0.0024999999,0.0049999999
-0.084757403,0.001540852,0,0.0026,0.050000001,0.0026,0.0049999999
-0.0880173,0.0016001157,0,0.0027000001,0.050000001,0.0027000001,0.0049999999
-0.091277204,0.0016593792,0,0.0028000001,0.050000001,0.0028000001,0.0049999999
-0.094537102,0.0017186427,0,0.0029,0.050000001,0.0029,0.0049999999
-0.097796999,0.0017779062,0,0.003,0.050000001,0.003,0.0049999999
-0.1010569,0.0018371698,0,0.0031000001,0.050000001,0.0031000001,0.0049999999
-0.1043168,0.0018964334,0,0.0032000002,0.050000001,0.0032000002,0.0049999999
-0.1075767,0.0019556968,0,0.0033,0.050000001,0.0033,0.0049999999
-0.1108366,0.0020149604,0,0.0034,0.050000001,0.0034,0.0049999999
-0.1140965,0.0020742239,0,0.0035000001,0.050000001,0.0035000001,0.0049999999
-0.1173564,0.0021334875,0,0.0035999999,0.050000001,0.0035999999,0.0049999999
